SabioReactionID,Reaction,ECNumber
3637,O=O.Oc1ccc(O)c(O)c1>>OC(=O)C=CC(=O)CC(O)=O,1.13.11.37
3641,CC(O)(CC(O)=O)C(O)=O>>[H]O[H].CC(=CC(O)=O)C(O)=O,4.2.1.35
3650,OP(O)(O)=O.Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O)).NC(CCC(O)=O)C(O)=O.[*]C5OC(CO)C(OP(O)(=O)OCC4OC([*])C(O)C4(OP(O)(=O)OCC1OC(C(OC(=O)C(N)CCC(N)=O)C1(O))n3cnc2c(N)ncnc23))C5(O)>>NC(=O)CCC(N)C(O)=O.Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O)).[*]C5OC(CO)C(OP(O)(=O)OCC4OC([*])C(O)C4(OP(O)(=O)OCC1OC(C(OC(=O)C(N)CCC(O)=O)C1(O))n3cnc2c(N)ncnc23))C5(O),6.3.5.7
3663,NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).COc1cc(C=CCO)cc(OC)c1(O)>>NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).[H].COc1cc(C=CC=O)cc(OC)c1(O),1.1.1.195
3666,[H]O[H].OCC2OC(OC1(CO)(OC(COP(O)(O)=O)C(O)C1(O)))C(O)C(O)C2(O)>>OCC1OC(O)(CO)C(O)C1(O).C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O)O)O)O)OP(=O)(O)O,3.2.1.26
3673,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O)).CC(C)(COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCS.OC(=O)c1ccc(cc1)Cl>>OP(O)(=O)OP(O)(O)=O.Nc3ncnc1c3(ncn1C2OC(COP(O)(O)=O)C(O)C2(O)).CC(C)(COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCSC(=O)c4ccc(cc4)Cl,6.2.1.33
3676,[H]O[H].NCCC(=O)NC(CCCNC(N)=N)C(O)=O>>NCCC(O)=O.NC(=N)NCCCC(N)C(O)=O,3.4.13.18
3677,[H]O[H].[H]C(=O)Nc1ccccc1(C(=O)CC(N)C(O)=O)>>CC(N)C(O)=O.O=CNc1ccccc1(C(O)=O),3.7.1.3
3695,NC(CCC(=O)NC(CS)C(=O)NCC(O)=O)C(O)=O.[*]NC(CCC(=O)NC(CS)C(=O)NCC(O)=O)C(O)=O>>NCC(O)=O.[*]NC(CCC(=O)NC(CS)C(=O)NCC(O)=O)C(O)=O,2.3.2.15
3697,OC(=O)CC1C=CC(=O)O1>>OC(=O)C=CC=CC(O)=O,5.5.1.1
3703,OC(=O)C=CC=C(O)C(O)=O>>OC(=O)C=CCC(=O)C(O)=O,5.3.2.6
3704,CC(C)C(O)(CC(O)=O)C(O)=O>>[H]O[H].CC(C)C(=CC(O)=O)C(O)=O,4.2.1.33
3724,NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).CCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23>>NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).CCCCCCCCCCCC=CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23.[H],1.3.1.104
3725,Cc5cc6N=C1C(=O)NC(=O)N=C1N(CC(O)C(O)C(O)COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)c6(cc5(C)).CCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23>>CCCCCCCCCCCC=CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23.Cc5cc6NC=1C(=O)NC(=O)NC=1N(CC(O)C(O)C(O)COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)c6(cc5(C)),1.3.8.8
3726,CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23.CCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23>>CC(C)(COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCS.CCCCCCCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23,2.3.1.16
3727,CCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23.[*]C(NC(=O)CN)C(O)=O>>CC(C)(COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCS.[*]C(NC(=O)CNC(=O)CCCCCCCCCCCCC)C(O)=O,2.3.1.97
3736,CC(C)C(C(O)=O)C(O)C(O)=O>>CC(C)C(=CC(O)=O)C(O)=O.[H]O[H],4.2.1.33
3737,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O)).CC(C)C(O)=O>>Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O)).CC(C)C(=O)OP(O)(O)=O,2.7.2.7
3739,NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).OCC=Cc1ccc(O)cc1>>NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).[H].O=CC=Cc1ccc(O)cc1,1.1.1.195
3741,OCC=Cc1ccc(cc1)OC2OC(CO)C(O)C(O)C2(O).[H]O[H]>>OCC1OC(O)C(O)C(O)C1(O).OCC=Cc1ccc(O)cc1,3.2.1.21
3749,[*]SC(=O)CCCCCCCCCCC.[H]O[H]>>[*]S.CCCCCCCCCCCC(O)=O,3.1.2.21
3766,[H]O[H].OC(=O)CCC(=O)c1ccccc1(C(O)=O)>>OC(=O)CCC(=O)C1=CC=CC(O)C1(C(O)=O),4.2.1
3766,[H]O[H].OC(=O)CCC(=O)c1ccccc1(C(O)=O)>>OC(=O)CCC(=O)C1=CC=CC(O)C1(C(O)=O),4.2.1.113
3768,C[S+](CCC(N)C(O)=O)CC1OC(C(O)C1(O))n3cnc2c(N)ncnc23.NCC(O)c1ccccc1>>NC(CCSCC1OC(C(O)C1(O))n3cnc2c(N)ncnc23)C(O)=O.CNCC(O)c1ccccc1,2.1.1.28
3773,Nc3ncnc1c3(ncn1C2OC(COP(O)(O)=O)C(O)C2(O)).CC(C)=CCOP(O)(=O)OP(O)(O)=O>>CC(C)=CCNc3ncnc1c3(ncn1C2OC(COP(O)(O)=O)C(O)C2(O)).OP(O)(=O)OP(O)(O)=O,2.5.1.27
3777,NC=1C=CN(C(=O)N=1)C2OC(COP(O)(=O)OP(O)(=O)OCC(O)CO)C(O)C2(O).[*]OCC(O)COP(O)(=O)OCC(O)COP(O)(=O)O[*]>>NC=1C=CN(C(=O)N=1)C2OC(COP(O)(O)=O)C(O)C2(O).[*]OCC(O)COP(O)(=O)OCC(O)COP(O)(=O)O[*],2.7.8.12
3786,OC(=O)C(=O)CP(O)(O)=O>>O=C=O.[H]C(=O)CP(O)(O)=O,4.1.1.82
3808,C[S+](CCC(N)C(O)=O)CC1OC(C(O)C1(O))n3cnc2c(N)ncnc23.[H]C23(Cc4ccc(OC)c(OC)c4(CN3(CCc1cc(OC)c(O)cc12)))>>NC(CCSCC1OC(C(O)C1(O))n3cnc2c(N)ncnc23)C(O)=O.[H]C23(Cc4ccc(OC)c(OC)c4(CN3(CCc1cc(OC)c(cc12)OC))),2.1.1.89
3815,[H]O[H].O=O.C[n+]1cccc(c1)C(N)=O>>OO.CN1C=C(C=CC1(=O))C(N)=O.CN1C=CC(=O)C(=C1)C(N)=O,1.17.3.2
3817,O=O.Cc1cccc(O)c1(O)>>CC(=O)C=CC=C(O)C(O)=O,1.13.11.39
3817,O=O.Cc1cccc(O)c1(O)>>CC(=O)C=CC=C(O)C(O)=O,1.13.11.16
3817,O=O.Cc1cccc(O)c1(O)>>CC(=O)C=CC=C(O)C(O)=O,1.13.11.2
3822,Cc5cc6N=C1C(=O)NC(=O)N=C1N(CC(O)C(O)C(O)COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)c6(cc5(C)).CC(C)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23>>CC(C)=CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23.Cc5cc6NC=1C(=O)NC(=O)NC=1N(CC(O)C(O)C(O)COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)c6(cc5(C)),1.3.8.4
3824,NC(=O)CCCCC(CCS)S.CC(C)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23>>CC(C)CC(=O)SCCC(CCCCC(N)=O)S.CC(C)(COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCS,2.3.1.168
3830,[H]O[H].[H]C23(C(NC(=O)Cc1ccccc1)C(=O)N3(C(C(O)=O)C(C)(C)S2))>>CC(=O)Oc1ccccc1.[H]C2(N)(C(=O)N1C(C(O)=O)C(C)(C)SC12([H])),3.5.1.11
3838,[H]O[H].NC(=N)NCCC[C@@H](NC(=O)c1ccccc1)C(=O)Nc1ccc(cc1)[N+]([O-])=O>>NC(=N)NCCCC(NC(=O)c1ccccc1)C(O)=O.Nc1ccc(cc1)[N+](=O)[O-],3.4.22.40
3841,O=O.Oc2ccc1ccccc1c2(O)>>OC(=O)C1(O)(C=Cc2ccccc2(O1)),1.13.11.56
3851,O=O.Oc1cccc(O)n1.[H].NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)>>c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N.[H]O[H].Oc1ccc(O)c(O)n1,1.14.13.10
3855,OC(=O)CCC=CC(=O)C(O)=O>>OC(=O)CC=CC=C(O)C(O)=O,5.3.2.6
3857,NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).OCc1cccc(O)c1>>NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).O=Cc1cccc(O)c1.[H],1.1.1
3858,CC(C)(O)CC(=O)SCCNC(O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23>>[H]O[H].CC(C)=CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23,4.2.1.17
3859,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O)).OC(=O)[O-].CC(C)=CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23>>OP(O)(O)=O.Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O)).CC(=CC(O)=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23,6.4.1.4
3860,c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N.[H]C23(CCC1([H])(C4([H])(CCC(C(C)CCC(O)=O)C4(C)(CCC1([H])C3(C)(CCC(O)C2)))))>>[H]C(C)(CCC(O)=O)C2CCC3([H])(C4([H])(CCC1([H])(CC(=O)CCC1(C)C4([H])(CCC23(C))))).[H].NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O),1.1.1.213
3862,[H]O[H].CC(=O)Oc1ccc2C(C)=CC(=O)Oc2(c1)>>CC(O)=O.CC1=CC(=O)Oc2cc(O)ccc12,3.1.1.56
3862,[H]O[H].CC(=O)Oc1ccc2C(C)=CC(=O)Oc2(c1)>>CC(O)=O.CC1=CC(=O)Oc2cc(O)ccc12,3.1.1.1
3864,CSCC1OC(O)C(O)C1(O).Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O))>>CSCC1OC(OP(O)(O)=O)C(O)C1(O).Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O)),2.7.1.100
3878,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(O)(=O)OP(O)(O)=O.OCC(O)COP(O)(O)=O>>CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOCC(O)COP(O)(O)=O.OP(O)(=O)OP(O)(O)=O,2.5.1.41
3890,CCCCCCCCCC(O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23>>[H]O[H].CCCCCCCCCC=CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23,4.2.1.17
3893,NC(COP(O)(O)=O)C(O)=O.OC(=O)CCC(=O)C(O)=O>>NC(CCC(O)=O)C(O)=O.OC(=O)C(=O)COP(O)(O)=O,2.6.1.52
3901,CC(=O)NC1C(O)OC(CO)C(O)C1(O).[*]C(=O)NC(COC4OC(CO)C(OC3OC(CO)C(OC2OC(CO)C(O)C(OC1OC(CO)C(O)C(O)C1(NC(C)=O))C2(O))C(O)C3(O))C(O)C4(O))C(O)C=CCCCCCCCCCCCCC>>[*]C(=O)NC(COC5OC(CO)C(OC4OC(CO)C(OC3OC(CO)C(O)C(OC2OC(CO)C(OC1OC(CO)C(O)C(O)C1(NC(C)=O))C(O)C2(NC(C)=O))C3(O))C(O)C4(O))C(O)C5(O))C(O)C=CCCCCCCCCCCCCC.[H]O[H],3.2.1.49
3906,CC(CN)C(O)=O.OC(=O)CCC(=O)C(O)=O>>NC(CCC(O)=O)C(O)=O.CC(C=O)C(O)=O,2.6.1.22
3908,C[S+](CCC(N)C(O)=O)CC1OC(C(O)C1(O))n3cnc2c(N)ncnc23.[*]NC(=O)CC(NC([*])=O)C(=O)[O-]>>NC(CCSCC1OC(C(O)C1(O))n3cnc2c(N)ncnc23)C(O)=O.[*]NC(=O)CC(NC([*])=O)C(=O)OC,2.1.1.77
3913,OCC2OC(OC1(CO)(OC(CO)C(O)C1(O)))C(O)C(O)C2(O).OCC3OC(CO)(OCC2OC(CO)(OCC1OC(O)(CO)C(O)C1(O))C(O)C2(O))C(O)C3(O)>>OCC1OC(O)C(O)C(O)C1(O).OCC3OC(CO)(OCC2OC(CO)(OCC1OC(O)(CO)C(O)C1(O))C(O)C2(O))C(O)C3(O),2.4.1.10
3914,c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N.OC(=O)C1CCCC(=N1)C(O)=O>>[H].OC(=O)C1CC=CC(=N1)C(O)=O.NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O),1.17.1.8
3915,NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).OC(=O)C1CCCC(=N1)C(O)=O>>[H].NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).OC(=O)C1CC=CC(=N1)C(O)=O,1.17.1.8
3919,c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N.CC(O)C(C)C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23>>CC(=O)C(C)C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23.[H].NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O),1.1.1.178
3920,CC(O)C(C)C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23>>[H]O[H].CC=C(C)C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23,4.2.1.17
3928,NC=1C=CN(C(=O)N=1)C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O).OCC(=O)NC1C(O)CC(O)(OC1(C(O)C(O)CO))C(O)=O>>[H]C1(OC(CC(O)C1(NC(=O)CO))(OP(O)(=O)OCC2OC(C(O)C2(O))N3C=CC(N)=NC3(=O))C(O)=O)(C(O)C(O)CO).OP(O)(=O)OP(O)(O)=O,2.7.7.43
3935,[H]O[H].CC(=C)C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23>>CC(CO)C(=O)SCCNC(O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23,4.2.1.17
3942,NC=1C=CN(C(=O)N=1)C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O).NC(CS)C(O)=O.CC(C)(COP(O)(O)=O)C(O)C(=O)NCCC(O)=O>>NC=1C=CN(C(=O)N=1)C2OC(COP(O)(O)=O)C(O)C2(O).CC(C)(COP(O)(O)=O)C(O)C(=O)NCCC(=O)NC(CS)C(O)=O.OP(O)(=O)OP(O)(O)=O,6.3.2.5
3947,C[S+](CCC(N)C(O)=O)CC1OC(C(O)C1(O))n3cnc2c(N)ncnc23.C=CC2=C(C)c1cc5c(C=C)c(C)c4cc6nc(cc3c(CCC(=O)O)c(C)c(cc2(n1))n3[Mg+2]n45)C(CCC(O)=O)=C6(C)>>NC(CCSCC1OC(C(O)C1(O))n3cnc2c(N)ncnc23)C(O)=O.C=CC2=C(C)c1cc5c(C=C)c(C)c4cc6nc(cc3c(CCC(=O)OC)c(C)c(cc2(n1))n3[Mg+2]n45)C(CCC(O)=O)=C6(C),2.1.1.11
3948,[H]O[H].[*]C(=O)NC([*])C(=O)OC3C(O)C([*])OC3(COP(O)(=O)OC2C(O)C([*])OC2(COP(O)(=O)OC1C(O)C([*])OC1(CO)))>>[*]C3OC(COP(O)(=O)OC2C(O)C([*])OC2(COP(O)(=O)OC1C(O)C([*])OC1(CO)))C(O)C3(O).[*]C(=O)NC([*])C(O)=O,3.1.1.29
3950,CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23.[*]SCC(N)C(O)=O>>CC(C)(COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCS.[*]SCC(NC(C)=O)C(O)=O,2.3.1.80
4000,O=O.NCCc1ccc(O)c(O)c1.[H]O[H]>>[H]N([H])[H].[H]C(=O)Cc1ccc(O)c(O)c1.OO,1.4.3.4
4008,c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N.[H]C23(CCC1([H])(C4([H])(CCC(=O)C4(C)(CCC1([H])C3(C)(CCC(O)C2)))))>>[H].NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).[H]C23(CCC1([H])(C4([H])(CCC(=O)C4(C)(CCC1([H])C3(C)(CCC(=O)C2))))),1.1.1.51
4008,c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N.[H]C23(CCC1([H])(C4([H])(CCC(=O)C4(C)(CCC1([H])C3(C)(CCC(O)C2)))))>>[H].NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).[H]C23(CCC1([H])(C4([H])(CCC(=O)C4(C)(CCC1([H])C3(C)(CCC(=O)C2))))),1.1.1.184
4008,c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N.[H]C23(CCC1([H])(C4([H])(CCC(=O)C4(C)(CCC1([H])C3(C)(CCC(O)C2)))))>>[H].NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).[H]C23(CCC1([H])(C4([H])(CCC(=O)C4(C)(CCC1([H])C3(C)(CCC(=O)C2))))),1.1.1.213
4008,c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N.[H]C23(CCC1([H])(C4([H])(CCC(=O)C4(C)(CCC1([H])C3(C)(CCC(O)C2)))))>>[H].NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).[H]C23(CCC1([H])(C4([H])(CCC(=O)C4(C)(CCC1([H])C3(C)(CCC(=O)C2))))),1.1.1.210
4008,c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N.[H]C23(CCC1([H])(C4([H])(CCC(=O)C4(C)(CCC1([H])C3(C)(CCC(O)C2)))))>>[H].NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).[H]C23(CCC1([H])(C4([H])(CCC(=O)C4(C)(CCC1([H])C3(C)(CCC(=O)C2))))),1.1.1.357
4009,NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).[H]C23(CCC1([H])(C4([H])(CCC(=O)C4(C)(CCC1([H])C3(C)(CCC(O)C2)))))>>NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).[H].[H]C23(CCC1([H])(C4([H])(CCC(=O)C4(C)(CCC1([H])C3(C)(CCC(=O)C2))))),1.1.1.50
4009,NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).[H]C23(CCC1([H])(C4([H])(CCC(=O)C4(C)(CCC1([H])C3(C)(CCC(O)C2)))))>>NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).[H].[H]C23(CCC1([H])(C4([H])(CCC(=O)C4(C)(CCC1([H])C3(C)(CCC(=O)C2))))),1.1.1.213
