Reaction,ECNumber,MW_R,logP_R,TPSA_R,Rings Count_R,Aromatic Rings_R,Heavy atoms cout_R,Alifatic Rings_R,CSP3_R,BalabanJ_R,RotatableBonds_R,H-bond donor_R,H-bond acceptor_R,MW_P,logP_P,TPSA_P,Rings Count_P,Aromatic Rings_P,Heavy atoms cout_P,Alifatic Rings_P,CSP3_P,BalabanJ_P,RotatableBonds_P,H-bond donor_P,H-bond acceptor_P
[H].NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).CC(C)c1ccccc1C=O>>NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).CC(C)c1ccccc1CO,1,745.0911023899998,-2.569399999999997,364.1499999999999,5.0,3.0,48.0,3.0,0.5238095238095238,1.1997576602685036,13.0,9.0,19.0,744.0827287780897,-2.898899999999997,364.7899999999999,5.0,2.0,48.0,2.0,0.4761904761904761,1.2093210089871331,13.0,9.0,18.0
[H].NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).OC1COC(O)C(O)C1(O)>>NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).OCC(O)C(O)C(O)CO,1,745.0911023899998,-2.569399999999997,364.1499999999999,5.0,3.0,48.0,3.0,0.5238095238095238,1.1997576602685036,13.0,9.0,19.0,744.0827287780897,-2.898899999999997,364.7899999999999,5.0,2.0,48.0,2.0,0.4761904761904761,1.2093210089871331,13.0,9.0,18.0
[H].NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).OCC1OC(O)C(O)C(O)C1(O)>>NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).OCC(O)C(O)C(O)C(O)CO,1,745.0911023899998,-2.569399999999997,364.1499999999999,5.0,3.0,48.0,3.0,0.5238095238095238,1.1997576602685036,13.0,9.0,19.0,744.0827287780897,-2.898899999999997,364.7899999999999,5.0,2.0,48.0,2.0,0.4761904761904761,1.2093210089871331,13.0,9.0,18.0
[H].NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).CCCCCCCCCC=O>>NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).CCCCCCCCCCO,1,745.0911023899998,-2.569399999999997,364.1499999999999,5.0,3.0,48.0,3.0,0.5238095238095238,1.1997576602685036,13.0,9.0,19.0,744.0827287780897,-2.898899999999997,364.7899999999999,5.0,2.0,48.0,2.0,0.4761904761904761,1.2093210089871331,13.0,9.0,18.0
[H].NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).O=Cc1ccccc1(O)>>NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).OCc1ccccc1(O),1,745.0911023899998,-2.569399999999997,364.1499999999999,5.0,3.0,48.0,3.0,0.5238095238095238,1.1997576602685036,13.0,9.0,19.0,744.0827287780897,-2.898899999999997,364.7899999999999,5.0,2.0,48.0,2.0,0.4761904761904761,1.2093210089871331,13.0,9.0,18.0
[H]O[H].c1ccc(cc1)C2CO2>>C1=CC=C(C=C1)C(CO)O,0,120.057514876,1.7579,12.53,2.0,1.0,9.0,1.0,0.25,2.286071307874374,1.0,0.0,1.0,138.06807956,0.7122999999999999,40.46,1.0,0.0,10.0,0.0,0.25,2.746978188530898,2.0,2.0,2.0
[H]O[H].c1ccc(cc1)C2CO2>>C1=CC=C(C=C1)C(CO)O,0,120.057514876,1.7579,12.53,2.0,1.0,9.0,1.0,0.25,2.286071307874374,1.0,0.0,1.0,138.06807956,0.7122999999999999,40.46,1.0,0.0,10.0,0.0,0.25,2.746978188530898,2.0,2.0,2.0
[K+].[H]O[H].Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O)).[Na+]>>[K+].OP(O)(O)=O.Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O)).[Na+],0,18.010564684,-0.8247,31.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,38.96315810009,-2.996,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Cc1ncc(CO)c(C=O)c1(O)>>Cc1ncc(CO)c(C=O)c1(O),0,167.058243148,0.4004199999999998,70.42,1.0,0.0,12.0,0.0,0.25,3.347557328348924,2.0,2.0,4.0,167.058243148,0.4004199999999998,70.42,1.0,0.0,12.0,0.0,0.25,3.347557328348924,2.0,2.0,4.0
Cc1ncc(CO)c(CN)c1(O)>>Cc1ncc(CO)c(CN)c1(O),0,168.089877624,0.0466200000000001,79.37,1.0,0.0,12.0,0.0,0.375,3.253293462183932,2.0,3.0,4.0,168.089877624,0.0466200000000001,79.37,1.0,0.0,12.0,0.0,0.375,3.253293462183932,2.0,3.0,4.0
NC(CO)C(O)=O.C1[C@@H](NC2=C(N1)N=C(NC2=O)N)CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])C(=O)[O-]>>[H]O[H].NCC(O)=O.C1[C@@H]2CN(CN2C3=C(N1)NC(=NC3=O)N)C4=CC=C(C=C4)C(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])C(=O)[O-],0,571.1917451837298,-4.936499999999999,286.45,3.0,1.0,41.0,1.0,0.375,1.4882398061546729,14.0,7.0,14.0,18.010564684,-0.8247,31.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NC(CO)C(O)=O.C1[C@@H](NC2=C(N1)N=C(NC2=O)N)CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])C(=O)[O-])C(=O)[O-]>>[H]O[H].NCC(O)=O.C1[C@@H]2CN(CN2C3=C(N1)N=C(NC3=O)N)C4=CC=C(C=C4)C(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])C(=O)[O-])C(=O)[O-],0,699.22706181564,-6.921600000000009,355.67999999999995,3.0,1.0,50.0,1.0,0.4137931034482758,1.4564320785343263,19.0,8.0,17.0,18.010564684,-0.8247,31.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NC(CO)C(O)=O.C1[C@@H](NC2=C(N1)N=C(NC2=O)N)CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])C(=O)[O-])C(=O)[O-])C(=O)[O-]>>[H]O[H].NCC(O)=O.C1[C@@H]2CN(CN2C3=C(N1)N=C(NC3=O)N)C4=CC=C(C=C4)C(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])C(=O)[O-])C(=O)[O-])C(=O)[O-],0,827.26237844755,-8.906700000000018,424.91,3.0,1.0,59.0,1.0,0.4411764705882353,1.4374805155866246,24.0,9.0,20.0,18.010564684,-0.8247,31.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NC(CO)C(O)=O.NC1=NC2=C(N[C@@H](CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(O)=O)C(O)=O)C(O)=O)C(O)=O)C(O)=O)C(O)=O)C(O)=O)CN2)C(=O)N1>>[H]O[H].NCC(O)=O.NC1=NC2=C(N3CN(C[C@H]3CN2)C2=CC=C(C=C2)C(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(O)=O)C(O)=O)C(O)=O)C(O)=O)C(O)=O)C(O)=O)C(O)=O)C(=O)N1,0,1090.3839468760004,-3.534000000000014,543.56,3.0,1.0,77.0,1.0,0.4772727272727273,1.4185655554847958,34.0,18.0,19.0,18.010564684,-0.8247,31.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NC(CO)C(O)=O.C1[C@@H](NC2=C(N1)N=C(NC2=O)N)CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])C(=O)[O-])C(=O)[O-])C(=O)[O-])C(=O)[O-]>>[H]O[H].NCC(O)=O.C1[C@@H]2CN(CN2C3=C(N1)N=C(NC3=O)N)C4=CC=C(C=C4)C(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])C(=O)[O-])C(=O)[O-])C(=O)[O-])C(=O)[O-],0,955.29769507946,-10.89180000000001,494.14,3.0,1.0,68.0,1.0,0.4615384615384615,1.4258882471694228,29.0,10.0,23.0,18.010564684,-0.8247,31.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NC(CO)C(O)=O.NC1=NC2=C(N[C@@H](CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(O)=O)C(O)=O)C(O)=O)C(O)=O)C(O)=O)C(O)=O)C(O)=O)C(O)=O)CN2)C(=O)N1>>[H]O[H].NCC(O)=O.NC1=NC2=C(N3CN(C[C@H]3CN2)C2=CC=C(C=C2)C(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(O)=O)C(O)=O)C(O)=O)C(O)=O)C(O)=O)C(O)=O)C(O)=O)C(O)=O)C(=O)N1,0,1219.42653996,-4.184400000000024,609.9600000000002,3.0,1.0,86.0,1.0,0.4897959183673469,1.4138067134799386,39.0,20.0,21.0,18.010564684,-0.8247,31.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NC(CO)C(O)=O.NC1=NC2=C(N[C@@H](CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(O)=O)C(O)=O)C(O)=O)C(O)=O)C(O)=O)C(O)=O)C(O)=O)C(O)=O)C(O)=O)CN2)C(=O)N1>>[H]O[H].NCC(O)=O.NC1=NC2=C(N3CN(C[C@H]3CN2)C2=CC=C(C=C2)C(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(O)=O)C(O)=O)C(O)=O)C(O)=O)C(O)=O)C(O)=O)C(O)=O)C(O)=O)C(O)=O)C(=O)N1,0,1348.4691330439994,-4.834800000000028,676.3600000000002,3.0,1.0,95.0,1.0,0.5,1.4106451189102676,44.0,22.0,23.0,18.010564684,-0.8247,31.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).C1CN1C2=C(C=C(C(=C2)C(=O)N)[N+](=O)[O-])[N+](=O)[O-]>>c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N.C1CN1C2=C(C=C(C(=C2)C(=O)N)[N+](=O)[O-])NO,1,252.049469356,0.4218999999999999,132.38,2.0,1.0,18.0,1.0,0.2222222222222222,2.673854577841607,4.0,1.0,6.0,664.1163982560901,-3.0158999999999976,318.25999999999993,5.0,2.0,44.0,2.0,0.4761904761904761,1.1576280907235286,11.0,8.0,17.0
[H]O[H].C(C(C(=O)[O-])O)C(=O)N>>[H]N([H])[H].OC(=O)CC(O)C(O)=O,0,132.03023125191,-3.0274,103.45,0.0,0.0,9.0,0.0,0.5,3.632432151939845,3.0,2.0,4.0,17.026549096,0.1619999999999999,35.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
[H]O[H].C1=CC=C(C=C1)CCC#N>>C1=CC=C(C=C1)CCC(=O)N,0,131.073499288,2.14278,23.79,1.0,0.0,10.0,0.0,0.2222222222222222,2.524167878187628,2.0,0.0,1.0,149.084063972,1.1045,43.09,1.0,0.0,11.0,0.0,0.2222222222222222,2.453018743531937,3.0,1.0,1.0
O=O.OC(=O)CCC(O)C(O)=O>>OO.OC(=O)CCC(=O)C(O)=O,1,148.037173356,-0.7032999999999998,94.83,0.0,0.0,10.0,0.0,0.6,3.4907296603908136,4.0,3.0,3.0,34.005479304,0.0173999999999999,40.46,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0
[H]O[H].NC=1NC(=O)C=2N=CC(=O)NC=2(N=1)>>[H]N([H])[H].c1c(=O)[nH]c2c(n1)c(=O)[nH]c(=O)[nH]2,0,179.0443244,-1.4114000000000002,117.52,2.0,0.0,13.0,0.0,0.0,3.0317172747849592,0.0,3.0,5.0,17.026549096,0.1619999999999999,35.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N.O[C@H]([C@H](CC([O-])=O)C([O-])=O)C([O-])=O>>NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).O=C=O.OC(=O)CCC(=O)C(O)=O,1,189.00517323973003,-5.396699999999999,140.62,0.0,0.0,13.0,0.0,0.5,4.5055756135965535,5.0,1.0,7.0,665.1247718679998,-2.6863999999999977,317.62,5.0,3.0,44.0,3.0,0.5238095238095238,1.1471947891546252,11.0,8.0,18.0
NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).[H].OC(=O)C(=O)Cc1ccccc1>>c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N.c1ccc(cc1)C[C@@H](C(=O)O)O,1,1.007825032,0.1125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,664.1163982560901,-3.0158999999999976,318.25999999999993,5.0,2.0,44.0,2.0,0.4761904761904761,1.1576280907235286,11.0,8.0,17.0
NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).[H].[H]C14(CC(=O)C(O)CC4(C)(C2CCC3(C)(C(CCC3(O)(C2(=CC1(=O))))C(C)C(O)CCC(C)(C)O)))>>c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N.[H]C13(CCC4(C)(C(CCC4(O)(C3(=CC(=O)C2([H])(CC(O)C(O)CC12(C)))))C(C)C(O)CCC(C)(C)O)),1,1.007825032,0.1125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,664.1163982560901,-3.0158999999999976,318.25999999999993,5.0,2.0,44.0,2.0,0.4761904761904761,1.1576280907235286,11.0,8.0,17.0
c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N.[H]C12(CC(O)CCC1(C)C3([H])(CC(O)C4(C)(C([H])(CCC4([H])(C3([H])(C(O)C2)))C(C)CCC(O)=O)))>>NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).[H].C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CCC(=O)C4)C)O)O)C,1,408.2875743799999,3.448700000000001,97.99,4.0,4.0,29.0,4.0,0.9583333333333334,1.6063269488351186,4.0,4.0,4.0,665.1247718679998,-2.6863999999999977,317.62,5.0,3.0,44.0,3.0,0.5238095238095238,1.1471947891546252,11.0,8.0,18.0
OP(O)(O)=O.CC(C)(COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCSC(=O)CCC(O)=O.C([C@@H]1[C@H]([C@H]([C@@H](O1)N2C3=NC(=NC(=O)C3=NN2)N)O)O)OP(=O)(O)OP(=O)(O)O>>CC(C)(COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCS.OC(=O)CCC(O)=O.C([C@@H]1[C@H]([C@H]([C@@H](O1)N2C3=C(C(=O)NC(=N3)N)N=N2)O)O)OP(=O)([O-])OP(=O)([O-])OP(=O)(O)[O-],0,867.1312529500001,-1.4704999999999946,400.93,3.0,1.0,55.0,1.0,0.64,1.490992242338572,22.0,10.0,20.0,767.115208962,-1.6652999999999971,346.55999999999995,3.0,1.0,48.0,1.0,0.6666666666666666,1.6064341740586443,18.0,10.0,18.0
OC(=O)CCC(=O)C(O)=O.NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).[H]>>OC(=O)CCC(O)C(O)=O.NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O),1,745.0911023899998,-2.569399999999997,364.1499999999999,5.0,3.0,48.0,3.0,0.5238095238095238,1.1997576602685036,13.0,9.0,19.0,148.037173356,-0.7032999999999998,94.83,0.0,0.0,10.0,0.0,0.6,3.4907296603908136,4.0,3.0,3.0
c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N.[H]O[H].OC(=O)C1CCC=N1>>NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).[H].NC(CCC(O)=O)C(O)=O,1,18.010564684,-0.8247,31.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,665.1247718679998,-2.6863999999999977,317.62,5.0,3.0,44.0,3.0,0.5238095238095238,1.1471947891546252,11.0,8.0,18.0
c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N.[H]O[H].O=Cc1ccco1>>NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).[H].OC(=O)c1ccco1,1,18.010564684,-0.8247,31.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,665.1247718679998,-2.6863999999999977,317.62,5.0,3.0,44.0,3.0,0.5238095238095238,1.1471947891546252,11.0,8.0,18.0
NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).[H].C1CSS[C@@H]1CCCCC(=O)[O-]>>c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N.C(CCC(=O)[O-])C[C@H](CCS)S,1,1.007825032,0.1125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,664.1163982560901,-3.0158999999999976,318.25999999999993,5.0,2.0,44.0,2.0,0.4761904761904761,1.1576280907235286,11.0,8.0,17.0
NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).[H].C1CSS[C@H]1CCCCC(=O)O>>c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N.OC(=O)CCCC[C@H](S)CCS,1,1.007825032,0.1125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,664.1163982560901,-3.0158999999999976,318.25999999999993,5.0,2.0,44.0,2.0,0.4761904761904761,1.1576280907235286,11.0,8.0,17.0
NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).[H].C1C[Se][Se]C1CCCCC(=O)O>>c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N.C(CCC(=O)[O-])CC(CC[SeH])[SeH],1,1.007825032,0.1125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,664.1163982560901,-3.0158999999999976,318.25999999999993,5.0,2.0,44.0,2.0,0.4761904761904761,1.1576280907235286,11.0,8.0,17.0
c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N.C[C@@H](O)[C@H](C)O>>NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).[H].CC(O)C(C)=O,1,90.06807956,-0.252,40.46,0.0,0.0,6.0,0.0,1.0,2.993497243478473,1.0,2.0,2.0,665.1247718679998,-2.6863999999999977,317.62,5.0,3.0,44.0,3.0,0.5238095238095238,1.1471947891546252,11.0,8.0,18.0
[H]O[H].[H]C1(CCC(=O)C(C)=CC=C(O)C(O)=O)(C(=O)CCC2(C)(C(=O)CCC12([H])))>>CC=CC=C(C(=O)O)O.C[C@]12CCC(=O)[C@H]([C@@H]1CCC2=O)CCC(=O)O,0,348.157288488,2.773000000000001,108.73999999999998,2.0,2.0,25.0,2.0,0.5789473684210527,2.01884405295427,6.0,2.0,5.0,128.047344116,1.089,57.53,0.0,0.0,9.0,0.0,0.1666666666666666,3.997293726197343,2.0,2.0,2.0
O=O.Cc1ccc2[nH]cc(CC(N)C(O)=O)c2c1>>CN(C=O)C1=CC=CC=C1C(=O)CC(C(=O)O)N,1,218.105527688,1.4307199999999998,79.11000000000001,2.0,0.0,16.0,0.0,0.25,2.37483996145298,3.0,3.0,2.0,250.095356928,0.2638999999999998,100.7,1.0,0.0,18.0,0.0,0.25,2.9853280232718675,6.0,2.0,4.0
O=O.Cc1ccc2[nH]cc(CC(N)C(O)=O)c2c1>>CN(C=O)C1=CC=CC=C1C(=O)CC(C(=O)O)N,1,218.105527688,1.4307199999999998,79.11000000000001,2.0,0.0,16.0,0.0,0.25,2.37483996145298,3.0,3.0,2.0,250.095356928,0.2638999999999998,100.7,1.0,0.0,18.0,0.0,0.25,2.9853280232718675,6.0,2.0,4.0
c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N.C[C@@H](O)[C@H](C)O>>NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).[H].CC(O)C(C)=O,1,90.06807956,-0.252,40.46,0.0,0.0,6.0,0.0,1.0,2.993497243478473,1.0,2.0,2.0,665.1247718679998,-2.6863999999999977,317.62,5.0,3.0,44.0,3.0,0.5238095238095238,1.1471947891546252,11.0,8.0,18.0
[H]O[H].[C-]#[O+].O=C1C=CC(=O)C=C1>>O=C=O.Oc1ccc(O)cc1,1,27.99491462,-0.03751,19.9,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,43.98982924,-0.5835,34.14,0.0,0.0,3.0,0.0,0.0,3.2659863237109046,0.0,0.0,2.0
OO.CC1=CC(=CC(=C1N)C)C2=CC(=C(C(=C2)C)N)C>>[H]O[H].CC1=CC(=C2C=C(C(=N)C(=C2)C)C)C=C(C1=N)C,1,240.16264864,3.751680000000002,52.04,2.0,0.0,18.0,0.0,0.25,2.625182066053657,1.0,2.0,2.0,18.010564684,-0.8247,31.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
[*]C(=O)C(CS)NC(=O)C([*])CS.CCCCC[C@H](O)\C=C\[C@H]1[C@H]2C[C@H](OO2)[C@@H]1C\C=C/CCCC(=O)NCCO>>[*]C(=O)C1CSSCC([*])C(=O)N1.CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)C[C@H](O)[C@@H]1C\C=C/CCCC(=O)NCCO,1,395.267173284,3.044000000000002,88.02,2.0,2.0,28.0,2.0,0.7727272727272727,1.7080942733675952,14.0,3.0,5.0,188.991820464,0.2798999999999998,46.17,1.0,1.0,11.0,1.0,0.6666666666666666,2.5821588457017715,1.0,1.0,4.0
